path	git_blob_sha	size	file_class	review_method	review_status	finding_reference
canonical/LCL_Core_0.1.0/06_STANDARD_LIBRARY/10_CORE_OPERATION_PARAMETER_RULES.txt	7844651b8331dd16dfa2cf76f6f03fa097047b6e	24234	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/07_VERSIONING_AND_EXTENSIONS/01_LANGUAGE_AND_SPECIFICATION_VERSIONING.txt	bcf4cbcf46526cbb7045debee3bd57eeb64bba4a	601	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/07_VERSIONING_AND_EXTENSIONS/02_IMPORT_VERSION_CHECKSUM_AND_NAMESPACE.txt	f5b1e4aa98f38bfa78dc9b8211d5986ca3a09bab	1687	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/07_VERSIONING_AND_EXTENSIONS/03_EXTENSION_CONTRACT.txt	bf6900d57d3d6211281a6379921c61efc3d26196	2525	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/07_VERSIONING_AND_EXTENSIONS/04_CONFORMANCE_LEVELS.txt	cae7866ac0b3c561a635c0f21fe7339ec122b69f	713	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/07_VERSIONING_AND_EXTENSIONS/05_FORWARD_COMPATIBILITY_AND_UNKNOWN_FEATURES.txt	11aedb26016e09b7edc39b9ffd8d01498401e512	480	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/07_VERSIONING_AND_EXTENSIONS/06_NORMATIVE_SOURCE_PRECEDENCE.txt	4ec847391829202916f5c7e741aec3a6a2bb2c59	901	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/INVALID/01_WRONG_KEYWORD_CASE.invalid.lcl	c7f472f2686a6988a1a73896915258bcdf3113d5	26	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/INVALID/01_WRONG_KEYWORD_CASE.invalid.lcl.expected.txt	c9abf25aaf7a298d5e970e74a31557ac9d98d9ab	113	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/INVALID/02_TAB_INDENTATION.invalid.lcl	2ec4dee53a4672259388750736fb5ac46d490194	23	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/INVALID/02_TAB_INDENTATION.invalid.lcl.expected.txt	afdb03fa82e44f5e50bc6ae2a0458a5fd7d286ed	111	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/INVALID/03_BARE_EQUALS.invalid.lcl	911a755658aa5605dc9704261e5f913dc6d4ed15	27	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/INVALID/03_BARE_EQUALS.invalid.lcl.expected.txt	a83def0d7f91cf71615001f768d1e26e45250fa3	115	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/INVALID/04_UNKNOWN_MODAL.invalid.lcl	94928ace051f474a9d498d589cfa0d947c7c7c6b	155	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/INVALID/04_UNKNOWN_MODAL.invalid.lcl.expected.txt	970c1c40beb87c4f0bb104c948ca6f01d55c66f3	116	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/INVALID/05_DUPLICATE_ID.invalid.lcl	2760a57d06b5bc3f446494c4612f453c42d331e0	243	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/INVALID/05_DUPLICATE_ID.invalid.lcl.expected.txt	d14b539de0b6e6c92211441f87c8294159a7a6c1	113	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/INVALID/06_UNRESOLVED_REFERENCE.invalid.lcl	aadd9897cf85d47dbf84abdb93d278c2c39e2c54	175	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/INVALID/06_UNRESOLVED_REFERENCE.invalid.lcl.expected.txt	a5f3ece60724fcfbfa306bba28d2ea451f73ec6e	121	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/INVALID/07_TYPE_MISMATCH.invalid.lcl	7af96762e0131246cda5664154a651d33e7793a5	193	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/INVALID/07_TYPE_MISMATCH.invalid.lcl.expected.txt	8a53d25cd981fbf7230568c5e6a1ecc73deabe17	114	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/INVALID/08_HARD_CONFLICT.invalid.lcl	3ab1f1e272575f73d30d86c805f2d28f426620b7	321	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/INVALID/08_HARD_CONFLICT.invalid.lcl.expected.txt	5aef903e5cc6e9d7a7f830516ac0566c96d19e5f	114	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/INVALID/09_UNBOUNDED_WHILE.invalid.lcl	92980a376e16d3183206156ede5677d38087d6ad	218	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/INVALID/09_UNBOUNDED_WHILE.invalid.lcl.expected.txt	970c1c40beb87c4f0bb104c948ca6f01d55c66f3	116	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/INVALID/10_CONTEXT_WITHOUT_SCOPE.invalid.lcl	ec94b01d7f321fb7c431e3741301af540f256034	215	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/INVALID/10_CONTEXT_WITHOUT_SCOPE.invalid.lcl.expected.txt	c76ebc7254904d68a3c4f6ff1931774bdd9d774e	115	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/INVALID/11_DUPLICATE_FIELD.invalid.lcl	2158b9e19d173ad0cc7b015556d083e340b44522	154	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/INVALID/11_DUPLICATE_FIELD.invalid.lcl.expected.txt	650a85637a2e1e4befc285419bfc49c73a58d4ec	116	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/INVALID/12_FLOATING_VERSION.invalid.lcl	70950398dafc506974fd41c3892c4c57c1ecd8bd	137	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/INVALID/12_FLOATING_VERSION.invalid.lcl.expected.txt	a62dc957ed44bf9145a79e54c2cd6d033acc9778	120	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/INVALID/13_PERCENT_SYMBOL.invalid.lcl	a30ebbff6b3c8467b2d2d1505b5f79a28e00af60	188	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/INVALID/13_PERCENT_SYMBOL.invalid.lcl.expected.txt	a83def0d7f91cf71615001f768d1e26e45250fa3	115	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/INVALID/14_SINGLE_QUOTED_STRING.invalid.lcl	ec0fdd32de45e6f05eab4cee9a1aa14f7cc63955	130	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/INVALID/14_SINGLE_QUOTED_STRING.invalid.lcl.expected.txt	a83def0d7f91cf71615001f768d1e26e45250fa3	115	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/INVALID/15_MISSING_TASK_STRUCTURE.invalid.lcl	3a282ec53680be7b024f7bd00aded6509b0ad83a	931	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/INVALID/15_MISSING_TASK_STRUCTURE.invalid.lcl.expected.txt	bb05afe74531bb869ea81bbcf9e374aae07af491	192	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/INVALID/16_ITEM_COLLECTION.invalid.lcl	a802e4a139a2ef5eedbaccaca2ff3656b0d9a0a0	245	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/INVALID/16_ITEM_COLLECTION.invalid.lcl.expected.txt	162095a3d1a54117b0a676600fd8c6ac30f319e7	147	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/INVALID/17_REGEX_FLAGS.invalid.lcl	d9c009e9a180ba6205d83ad798da346f9972de90	237	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/INVALID/17_REGEX_FLAGS.invalid.lcl.expected.txt	7d4c5d8f4c56aa7d907d4daee151e3f668e9eda6	148	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/INVALID/18_NON_TERMINATING_DIVISION.invalid.lcl	af87343677603a1022a068a00726fadd780d728c	255	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/INVALID/18_NON_TERMINATING_DIVISION.invalid.lcl.expected.txt	5835f936275e0f630b71564739640b31b6984a04	179	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/INVALID/19_DIVISION_BY_ZERO.invalid.lcl	b41a779e35532bb55c8f58c7518f36385eebfadd	253	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/INVALID/19_DIVISION_BY_ZERO.invalid.lcl.expected.txt	566b7c7fe919ceaf69d3645876b934b0d7410781	189	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/INVALID/20_UNORDERED_SET_DIRECT_ITERATION.invalid.lcl	dd762617c3f3cb5bc266c88408e72d6e6c524c38	954	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/INVALID/20_UNORDERED_SET_DIRECT_ITERATION.invalid.lcl.expected.txt	ba3882e4131f784fcb3c9af98067f059da978af0	254	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/INVALID/21_SORT_STABLE_PARAMETER.invalid.lcl	6c723de59bf28d1ad03d4007897f865960129874	990	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/INVALID/21_SORT_STABLE_PARAMETER.invalid.lcl.expected.txt	216f59c7053df64b488e6ddb96754a5dcbcc9e38	248	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/VALID/01_MINIMAL_TASK.lcl	41f8864f74e18998ae83332ca943f15f77a7a042	955	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/VALID/02_IMPORT_LIBRARY.lcl	c2d401bb92d4ed043e8d05abf6a956b1b44c888a	340	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/VALID/03_IMPORTING_TASK.lcl	7dbdcbe22594f177450e9f7f4be53578ff5b14ac	1212	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/VALID/04_AUTOMATED_CODING_TASK.lcl	2254ec4956f135e14e58fbf67a7f2140c854e966	2670	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/VALID/05_CONDITION_AND_ITERATION.lcl	c38f20f9563e0483a96ef26acdc9008b69cd6c3b	928	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/VALID/06_EXPLICIT_CONTEXT_MEMORY_AND_STATE.lcl	b16a4f945a4959cebb2032a105b1347f2359ed9d	1463	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/VALID/07_DOMAIN_EXTENSION_OPERATION.lcl	5b2eea273143453bff0e03c3acd63e788346b271	2374	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/VALID/08_AUTHORITY_OVERRIDE_HANDLER_AND_RETRY.lcl	363339178162407fd65ae6b1b7968608e1cd1b48	1790	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/VALID/09_EXPLICIT_ASSUMPTION_AND_EVIDENCE.lcl	5a5cf3b6ffc92df7ea90f9ff9162d91b382f6345	1275	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/VALID/10_ACCEPTED_CORE_PROFILES.lcl	fa59586bac243713afc76a9f0dc6fe2a78ec6274	1072	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/VALID/11_EXACT_DIVISION_AND_ROUNDING.lcl	41095c1add91ade9ee1df081d73c6b8ef4f227e5	733	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/VALID/12_SET_SORTING.lcl	1aedc3eba5097bc790ecbf72018dd2b7912a19c4	1802	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/08_EXAMPLES/VALID/13_TYPES_AND_REFERENCE_VALUES.lcl	2805cfa0e8187005fd4637b531e300a926529757	1178	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/09_CONFORMANCE/01_CONFORMANCE_REQUIREMENTS.txt	b89d009a8037318fda5a89e266f417311eaada9c	3835	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/09_CONFORMANCE/CASES/core_conformance_cases_v0.1.0.json	c958187c7297ba71562ef62306446cfb5fd42418	299174	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match; json parse ok
canonical/LCL_Core_0.1.0/09_CONFORMANCE/CASES/language_decision_cases_v0.1.0.json	458f4df2f3d52f8e7fc72b8109c1a12be1abd832	16717	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match; json parse ok
canonical/LCL_Core_0.1.0/09_CONFORMANCE/SOURCE_FIXTURES/expected_results.json	fe892c48c044fab2cd724df71f79982a56697293	786	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match; json parse ok
canonical/LCL_Core_0.1.0/09_CONFORMANCE/SOURCE_FIXTURES/invalid_bom.lcl	742cd755d0458f5d2dccaf3b6ee3efafb9044736	139	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/09_CONFORMANCE/SOURCE_FIXTURES/invalid_control.lcl	de64512efd9ae18a46b5dbfc874ef9cf4f10cb60	137	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/09_CONFORMANCE/SOURCE_FIXTURES/invalid_crlf.lcl	7ecc400fea5a90121e4a0a92b7d739ecfd387cc5	144	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/09_CONFORMANCE/SOURCE_FIXTURES/invalid_hash.lcl	351a9856152bfc2dd55de44d325db09db5c0969c	146	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/09_CONFORMANCE/SOURCE_FIXTURES/invalid_indent_jump.lcl	ae8598f51224490f5cc4b4fccb2deb77eb19b968	140	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/09_CONFORMANCE/SOURCE_FIXTURES/invalid_indent_width.lcl	0e73827ee5055dfcd6fe8300af1bccfdb712d703	134	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/09_CONFORMANCE/SOURCE_FIXTURES/invalid_no_final_lf.lcl	b62cf65e7a264d427f94a70c1a3b20ac472b652b	135	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/09_CONFORMANCE/SOURCE_FIXTURES/invalid_semicolon.lcl	438f226ec4c1ef643a3a4bf0599969ad7902065d	137	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/09_CONFORMANCE/SOURCE_FIXTURES/invalid_single_quote.lcl	b52805bf1af6122a54fe05ea2a29e1a1a94b20dd	136	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/09_CONFORMANCE/SOURCE_FIXTURES/invalid_tab.lcl	ffb8e6bf46a078a8a741b21c9eaff434031bb290	133	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/09_CONFORMANCE/SOURCE_FIXTURES/invalid_trailing_space.lcl	d864fdd4b58d252bfd256d9e2149e28adec4438e	137	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/09_CONFORMANCE/SOURCE_FIXTURES/invalid_typographic_quote.lcl	6e7dc410a12623efe053b493dbec72b52e01d4ff	140	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/09_CONFORMANCE/SOURCE_FIXTURES/invalid_unclosed_string.lcl	947618018c14920d1db46bdb2252473fa4f5ec81	135	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/09_CONFORMANCE/SOURCE_FIXTURES/valid_minimum.lcl	5c07796566bfd416221c33e1dbc2e7382323b07b	145	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/09_CONFORMANCE/SOURCE_FIXTURES/valid_unicode_string.lcl	77cd4685f33327aeb8f1defa4e37331896d08434	152	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/09_CONFORMANCE/TOOLS/generate_integrity.py	3b11eccd407832eed8cb5a051dcd9fea2a6ca543	7563	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/09_CONFORMANCE/TOOLS/validate_ebnf.py	74096365eb174cfc71b4d35338a9a210328bb969	10147	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/09_CONFORMANCE/TOOLS/validate_language_contracts.py	0528c07d2ed091308d113a7cd47d0e107e799125	18803	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/09_CONFORMANCE/TOOLS/validate_release.py	ad4e6ed380fcffc29b5d7d3ac20bb2e1eee3f23a	383075	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/09_CONFORMANCE/TOOLS/validate_source_fixtures.py	874022775c2123d52f3d617b430c58f4be53d418	7388	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/10_REGISTRIES/ambiguous_replacements_v0.1.0.json	4084619b475589575e189a102f7f3dadbc84d1f3	1152	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match; json parse ok
canonical/LCL_Core_0.1.0/10_REGISTRIES/block_schemas_v0.1.0.json	c65fd106725ff8ca865aea485c19f7f649c4c1cf	27113	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match; json parse ok
canonical/LCL_Core_0.1.0/10_REGISTRIES/built_in_groups_and_results_v0.1.0.json	3c92e774f0277b25430db9245a68921b957fd890	27237	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match; json parse ok
canonical/LCL_Core_0.1.0/10_REGISTRIES/field_signatures_v0.1.0.json	a445fd081e12cb8d50b2d4b81908ba8806b10b1d	95843	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match; json parse ok
canonical/LCL_Core_0.1.0/10_REGISTRIES/formats_encodings_units_v0.1.0.json	9f13f83fd011526b3a678cac43ca8b8792c0e3ab	3498	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match; json parse ok
canonical/LCL_Core_0.1.0/10_REGISTRIES/keywords_v0.1.0.json	c7a26b161a7364bd89763308cc6c54f9d0dee945	34009	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match; json parse ok
canonical/LCL_Core_0.1.0/10_REGISTRIES/operations_v0.1.0.json	31e4d484d8994387548194f5f86502350c7dc29d	119015	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match; json parse ok
canonical/LCL_Core_0.1.0/10_REGISTRIES/operators_and_functions_v0.1.0.json	a7fe8a6e1a998c7bdb33eb530a00fcd192ce9bd3	30359	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match; json parse ok
canonical/LCL_Core_0.1.0/10_REGISTRIES/semantic_meta_types_v0.1.0.json	597865daa782eb23e5b17ab921ca158296aff6c6	1416	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match; json parse ok
canonical/LCL_Core_0.1.0/10_REGISTRIES/statuses_and_errors_v0.1.0.json	76972b92c4070d056f9524da42fa8c5409c1476e	62458	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match; json parse ok
canonical/LCL_Core_0.1.0/10_REGISTRIES/symbols_v0.1.0.json	cd73c397c78202e6fb8ad8bc53e8c2f0de2f36f0	3105	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match; json parse ok
canonical/LCL_Core_0.1.0/10_REGISTRIES/types_v0.1.0.json	39e69614d6096471c176b3f71c6b4f46b6ae4d61	22663	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match; json parse ok
canonical/LCL_Core_0.1.0/11_RESEARCH_BASIS/01_DOCUMENTATION_BASIS.txt	123625c2fc7fa24fc73ee91437775903ccc4a6a0	564	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/11_RESEARCH_BASIS/02_FROZEN_DESIGN_DECISIONS.txt	b107dc2a8e489aef642501a36aed5aafcbe7b674	1072	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/11_RESEARCH_BASIS/03_INTENTIONALLY_EXCLUDED_FROM_CORE.txt	5562e214c50386f18998b5d560dc70904f47a66a	578	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/11_RESEARCH_BASIS/04_RELATION_TO_EXISTING_LANGUAGES.txt	a61c5792f958f49a8c4c363f7ff3d7f1ef6c15e9	598	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/CHANGELOG.txt	42f598f39d5627998c4db0945dc211c39ae7d527	8150	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/INDEX.txt	59724fb7573c2abbeb26569ca427b2fbfb1f8c92	7868	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
canonical/LCL_Core_0.1.0/MANIFEST.json	a57be0ac790f3ac504285c3a8f640d6ff49e7e47	33985	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match; json parse ok
canonical/LCL_Core_0.1.0/README.txt	a8bc3a8f953407194a2fef660c712527479e3dc8	3352	canonical-package-0.1.0	canonical package manifest/hash + normative contract review	reviewed-pass	SHA256SUMS match
